2015  6  3 19 50  10.88  84.5  999.6    4.6  2.00 269.
2015  6  3 20  0   9.79  89.9 1000.4    2.1  3.25 325.
2015  6  3 20 10   8.98  93.4 1000.1   24.3  2.36 249.
2015  6  3 20 20   9.25  93.6 1000.0   88.2  2.79 243.
2015  6  3 20 30   9.39  93.0 1000.1   31.2  2.86 238.
2015  6  3 20 40   9.36  93.1 1000.2   17.6  2.62 229.
2015  6  3 20 50   9.27  92.6 1000.3    7.1  2.28 230.
2015  6  3 21  0   9.13  92.0 1000.5    4.0  2.46 233.
2015  6  3 21 10   9.00  91.7 1000.7    2.4  2.24 240.
2015  6  3 21 20   9.04  91.3 1000.8    0.0  2.85 240.
2015  6  3 21 30   9.47  91.3 1000.9    0.0  2.73 239.
2015  6  3 21 40   9.54  91.7 1001.1    0.0  2.67 247.
2015  6  3 21 50   9.47  92.5 1001.3    0.0  2.41 248.
2015  6  3 22  0   9.42  92.7 1001.4    0.0  2.32 245.
2015  6  3 22 10   9.37  92.5 1001.5    0.0  2.46 247.
2015  6  3 22 20   9.42  91.7 1001.6    0.0  2.17 246.
2015  6  3 22 30   9.49  91.2 1001.7    0.0  2.98 244.
2015  6  3 22 40   9.47  90.8 1002.1    0.0  2.25 264.
2015  6  3 22 50   9.58  90.9 1002.9    0.0  2.68 296.
2015  6  3 23  0   9.58  92.2 1002.9    0.0  3.18 262.
2015  6  3 23 10   8.86  92.3 1002.9    0.0  3.11 255.
2015  6  3 23 20   8.87  92.3 1003.0    0.0  2.88 247.
2015  6  3 23 30   8.82  92.5 1003.1    0.0  2.40 243.
2015  6  3 23 40   8.71  93.0 1003.3    0.0  2.81 248.
2015  6  3 23 50   8.60  92.8 1003.6    0.0  2.38 255.
2015  6  3 24  0   8.46  92.5 1003.8    0.0  2.07 265.
2015  6  4  0 10   8.50  90.5 1004.1    0.0  2.17 269.
2015  6  4  0 20   8.90  91.4 1004.3    0.0  1.89 254.
2015  6  4  0 30   8.91  92.7 1004.6    0.0  1.70 270.
2015  6  4  0 40   8.78  93.3 1004.9    0.0  1.84 281.
2015  6  4  0 50   8.62  93.6 1005.1    0.0  1.59 287.
2015  6  4  1  0   8.55  93.5 1005.3    0.0  1.66 267.
2015  6  4  1 10   8.38  93.7 1005.5    0.0  1.76 272.
2015  6  4  1 20   8.24  94.0 1005.7    0.0  1.68 274.
2015  6  4  1 30   8.12  94.1 1005.9    0.0  1.81 274.
2015  6  4  1 40   7.91  94.2 1006.1    0.0  1.64 276.
2015  6  4  1 50   7.96  93.7 1006.3    0.0  1.65 268.
2015  6  4  2  0   7.76  93.9 1006.5    0.0  1.31 265.
2015  6  4  2 10   7.68  94.1 1006.7    0.0  1.59 266.
2015  6  4  2 20   7.52  94.3 1007.0    0.0  1.77 267.
2015  6  4  2 30   7.39  94.1 1007.1    2.0  1.48 271.
2015  6  4  2 40   7.31  93.8 1007.3    3.5  1.70 262.
2015  6  4  2 50   7.10  94.2 1007.6    5.4  1.87 269.
2015  6  4  3  0   7.08  93.8 1007.8    7.4  2.23 267.
2015  6  4  3 10   6.98  93.2 1008.0    9.9  1.93 275.
2015  6  4  3 20   7.03  93.0 1008.2   14.2  1.57 281.
2015  6  4  3 30   6.95  93.1 1008.3   22.4  1.68 275.
2015  6  4  3 40   7.14  92.6 1008.6   34.9  1.67 284.
2015  6  4  3 50   7.45  91.1 1008.7   28.6  1.58 280.
2015  6  4  4  0   7.46  90.2 1008.9   29.5  1.92 280.
2015  6  4  4 10   7.63  88.6 1009.0   48.7  1.84 278.
2015  6  4  4 20   7.80  86.5 1009.1   57.5  1.88 272.
2015  6  4  4 30   7.83  85.7 1009.3   39.9  2.01 272.
2015  6  4  4 40   7.94  85.2 1009.4  131.3  2.06 268.
2015  6  4  4 50   8.16  83.5 1009.5  154.7  2.17 273.
2015  6  4  5  0   8.45  81.6 1009.6  173.0  1.62 278.
2015  6  4  5 10   8.78  80.1 1009.7  193.5  1.86 270.
2015  6  4  5 20   9.05  78.3 1009.8  215.3  2.37 270.
2015  6  4  5 30   9.35  77.1 1010.0  239.0  2.50 269.
2015  6  4  5 40   9.64  74.8 1009.9  263.9  2.44 263.
2015  6  4  5 50   9.91  73.9 1010.2  288.0  2.55 265.
2015  6  4  6  0  10.16  73.5 1010.4  311.6  3.16 263.
2015  6  4  6 10  10.35  72.5 1010.5  335.1  3.13 270.
2015  6  4  6 20  10.64  70.8 1010.7  358.5  3.16 274.
2015  6  4  6 30  11.05  67.7 1010.8  382.3  2.89 266.
2015  6  4  6 40  11.31  65.0 1010.9  405.4  3.14 272.
2015  6  4  6 50  11.72  62.1 1011.1  428.9  3.37 283.
2015  6  4  7  0  12.05  59.5 1011.3  451.4  2.92 284.
2015  6  4  7 10  12.46  57.9 1011.5  474.2  2.83 305.
2015  6  4  7 20  12.80  54.9 1011.6  496.2  2.14 304.
2015  6  4  7 30  12.82  53.2 1011.7  518.2  3.25 290.
2015  6  4  7 40  13.31  52.3 1011.8  539.8  3.43 298.
2015  6  4  7 50  13.48  48.1 1011.9  562.0  3.98 296.
2015  6  4  8  0  14.08  48.4 1012.0  582.1  2.90 294.
2015  6  4  8 10  14.18  45.1 1012.0  602.0  2.25 276.
2015  6  4  8 20  14.57  45.4 1012.2  619.8  3.05 285.
2015  6  4  8 30  14.84  45.8 1012.2  636.7  3.15 269.
2015  6  4  8 40  14.80  44.2 1012.3  657.4  3.12 258.
2015  6  4  8 50  15.26  42.6 1012.3  674.5  3.16 277.
2015  6  4  9  0  15.53  41.5 1012.4  691.0  3.40 267.
2015  6  4  9 10  15.65  40.7 1012.5  707.0  3.36 271.
2015  6  4  9 20  15.73  40.3 1012.6  722.0  3.70 274.
2015  6  4  9 30  15.84  39.6 1012.6  736.0  3.66 273.
2015  6  4  9 40  16.25  39.9 1012.7  758.0  4.02 291.
2015  6  4  9 50  16.24  39.9 1012.9  776.0  3.37 263.
2015  6  4 10  0  16.47  39.1 1013.0  786.0  4.40 273.
2015  6  4 10 10  16.51  38.1 1013.1  815.0  4.22 270.
2015  6  4 10 20  16.72  37.1 1013.2  740.0  4.02 285.
2015  6  4 10 30  17.13  36.6 1013.2  784.0  3.53 303.
2015  6  4 10 40  16.98  35.8 1013.4  746.0  3.40 294.
2015  6  4 10 50  17.19  37.5 1013.4  883.0  3.78 266.
2015  6  4 11  0  17.01  36.7 1013.5  842.0  3.81 261.
2015  6  4 11 10  17.27  37.1 1013.6  614.9  3.51 272.
2015  6  4 11 20  17.25  34.7 1013.5  664.1  3.76 286.
2015  6  4 11 30  16.85  36.0 1013.6  516.7  3.55 278.
2015  6  4 11 40  16.77  35.4 1013.6  348.9  3.50 300.
2015  6  4 11 50  17.12  33.9 1013.7  653.1  3.79 268.
2015  6  4 12  0  18.02  32.5 1013.8  713.0  3.55 298.
2015  6  4 12 10  17.93  33.2 1013.8  901.0  3.91 269.
2015  6  4 12 20  18.35  31.9 1013.8  929.0  4.51 261.
2015  6  4 12 30  18.59  31.0 1013.9  934.0  4.51 256.
2015  6  4 12 40  18.53  29.7 1013.8  853.0  4.00 279.
2015  6  4 12 50  18.15  30.5 1013.9  626.2  4.42 276.
2015  6  4 13  0  18.52  30.8 1013.9  688.3  4.62 267.
2015  6  4 13 10  18.97  31.7 1014.0  993.0  4.07 249.
2015  6  4 13 20  18.09  31.9 1014.2  533.8  3.90 254.
2015  6  4 13 30  17.48  33.2 1014.2  382.6  3.96 265.
2015  6  4 13 40  17.29  34.4 1014.4  214.7  2.63 262.
2015  6  4 13 50  17.20  36.1 1014.5  330.8  2.81 262.
2015  6  4 14  0  18.06  34.9 1014.4  529.4  2.52 255.
2015  6  4 14 10  17.69  35.5 1014.4  275.9  4.06 261.
2015  6  4 14 20  17.46  36.0 1014.5  307.9  3.86 260.
2015  6  4 14 30  17.75  36.2 1014.5  357.4  2.90 266.
2015  6  4 14 40  17.62  36.7 1014.5  186.1  2.40 280.
2015  6  4 14 50  17.27  36.4 1014.6  179.6  3.24 259.
2015  6  4 15  0  17.82  35.0 1014.7  442.8  3.45 254.
2015  6  4 15 10  18.29  34.7 1014.6  463.3  3.74 256.
2015  6  4 15 20  18.21  34.2 1014.7  332.2  3.43 275.
2015  6  4 15 30  17.36  34.9 1014.7  148.9  2.77 319.
2015  6  4 15 40  17.78  34.6 1014.7  439.0  1.47 316.
2015  6  4 15 50  18.38  32.8 1014.7  430.3  2.09 301.
2015  6  4 16  0  18.68  32.7 1014.8  593.9  2.73 272.
2015  6  4 16 10  18.64  32.5 1014.8  432.6  3.87 284.
2015  6  4 16 20  18.58  32.5 1014.8  559.7  3.28 284.
2015  6  4 16 30  17.96  32.8 1015.0  180.0  3.89 282.
2015  6  4 16 40  17.52  34.4 1015.0  272.0  3.96 275.
2015  6  4 16 50  18.44  33.0 1015.0  541.5  3.37 286.
2015  6  4 17  0  18.36  32.9 1015.0  454.9  3.58 273.
2015  6  4 17 10  18.41  34.1 1015.1  411.3  3.67 257.
2015  6  4 17 20  17.47  37.0 1015.1  161.7  3.16 265.
2015  6  4 17 30  17.02  39.1 1015.0  122.8  3.09 264.
2015  6  4 17 40  17.81  38.4 1015.0  367.2  2.98 253.
2015  6  4 17 50  17.37  39.1 1015.0  224.6  4.22 253.
2015  6  4 18  0  17.32  39.9 1015.0  195.9  3.67 262.
2015  6  4 18 10  17.38  39.4 1015.0  223.3  4.57 258.
2015  6  4 18 20  17.39  38.4 1015.1  263.0  4.15 248.
2015  6  4 18 30  17.12  38.7 1015.2  220.7  4.55 264.
2015  6  4 18 40  16.96  39.1 1015.3  199.1  4.18 261.
2015  6  4 18 50  16.82  40.0 1015.3  176.3  4.32 263.
2015  6  4 19  0  16.67  40.8 1015.5  155.2  3.13 266.
2015  6  4 19 10  16.55  41.2 1015.6  136.5  2.88 260.
2015  6  4 19 20  16.32  41.0 1015.6  117.1  2.98 260.
2015  6  4 19 30  16.10  41.2 1015.7  100.5  2.48 261.
2015  6  4 19 40  15.96  42.7 1015.7   88.1  2.89 252.
2015  6  4 19 50  15.73  44.0 1015.7   69.4  2.70 246.
2015  6  4 20  0  15.38  45.7 1015.8   41.3  2.56 241.
2015  6  4 20 10  15.07  47.6 1015.9   25.5  2.90 244.
2015  6  4 20 20  14.94  48.2 1016.0   20.0  2.82 242.
2015  6  4 20 30  14.67  49.1 1016.1   16.6  3.14 244.
2015  6  4 20 40  14.36  50.2 1016.2   13.0  2.50 243.
2015  6  4 20 50  14.02  52.0 1016.3    9.5  2.96 241.
2015  6  4 21  0  13.88  52.6 1016.4    6.4  3.46 246.
2015  6  4 21 10  13.69  52.7 1016.6    4.5  2.91 247.
2015  6  4 21 20  13.50  53.0 1016.8    3.0  3.37 248.
2015  6  4 21 30  13.23  54.0 1016.8    1.7  2.79 246.
2015  6  4 21 40  13.00  54.8 1016.9    0.0  2.43 246.
2015  6  4 21 50  12.87  55.5 1016.9    0.0  2.97 242.
2015  6  4 22  0  12.83  56.0 1016.9    0.0  2.89 251.
2015  6  4 22 10  12.66  57.1 1017.0    0.0  2.73 252.
2015  6  4 22 20  12.54  57.8 1017.0    0.0  2.77 246.
2015  6  4 22 30  12.40  59.1 1017.1    0.0  3.04 252.
2015  6  4 22 40  12.31  59.8 1017.1    0.0  3.13 247.
2015  6  4 22 50  12.14  60.6 1017.2    0.0  2.61 244.
2015  6  4 23  0  11.94  61.6 1017.3    0.0  3.01 244.
2015  6  4 23 10  11.68  62.7 1017.3    0.0  2.78 243.
2015  6  4 23 20  11.59  63.5 1017.4    0.0  3.14 237.
2015  6  4 23 30  11.37  64.3 1017.5    0.0  3.09 245.
2015  6  4 23 40  11.23  65.0 1017.5    0.0  3.01 243.
2015  6  4 23 50  11.07  65.6 1017.5    0.0  2.86 247.
2015  6  4 24  0  10.87  66.3 1017.5    0.0  3.01 243.
2015  6  5  0 10  10.83  66.7 1017.6    0.0  3.29 245.
2015  6  5  0 20  10.71  66.9 1017.6    0.0  3.01 249.
2015  6  5  0 30  10.60  67.4 1017.6    0.0  3.10 244.
2015  6  5  0 40  10.41  68.1 1017.6    0.0  3.48 249.
2015  6  5  0 50  10.29  68.6 1017.7    0.0  2.83 245.
2015  6  5  1  0  10.07  69.5 1017.7    0.0  2.94 248.
2015  6  5  1 10  10.00  70.0 1017.8    0.0  3.08 246.
2015  6  5  1 20   9.81  70.7 1017.8    0.0  2.78 245.
2015  6  5  1 30   9.67  71.4 1017.9    0.0  2.83 239.
2015  6  5  1 40   9.44  72.5 1017.9    0.0  2.64 242.
2015  6  5  1 50   9.30  73.5 1017.9    0.0  2.50 242.
2015  6  5  2  0   9.19  74.2 1018.0    0.0  2.45 247.
2015  6  5  2 10   9.13  74.7 1018.0    0.0  2.37 244.
2015  6  5  2 20   9.04  75.3 1018.0    2.0  2.42 249.
2015  6  5  2 30   8.91  75.9 1018.0    3.3  2.14 248.
2015  6  5  2 40   8.83  76.4 1018.1    4.9  1.88 244.
2015  6  5  2 50   8.66  77.3 1018.1    7.0  2.05 251.
2015  6  5  3  0   8.47  78.1 1018.1    9.5  1.84 246.
2015  6  5  3 10   8.35  79.0 1018.1   12.5  2.06 241.
2015  6  5  3 20   8.34  79.2 1018.2   15.5  2.00 244.
2015  6  5  3 30   8.36  79.3 1018.3   17.6  1.84 248.
2015  6  5  3 40   8.41  78.9 1018.3   21.0  1.61 248.
2015  6  5  3 50   8.36  79.0 1018.4   24.8  1.66 247.
2015  6  5  4  0   8.38  79.4 1018.4   30.1  1.75 260.
2015  6  5  4 10   8.51  79.2 1018.5   43.1  1.41 254.
2015  6  5  4 20   8.61  78.8 1018.7   37.3  1.41 257.
2015  6  5  4 30   8.84  78.2 1018.7   39.8  1.81 256.
2015  6  5  4 40   8.99  77.3 1018.8  135.7  1.48 254.
2015  6  5  4 50   9.11  76.9 1018.8  162.5  1.61 253.
2015  6  5  5  0   9.31  76.0 1018.8  184.3  2.32 250.
2015  6  5  5 10   9.71  74.0 1018.8  205.9  2.20 255.
2015  6  5  5 20   9.83  73.3 1018.9  226.6  1.87 253.
2015  6  5  5 30  10.13  73.2 1018.9  248.7  1.81 249.
2015  6  5  5 40  10.47  71.4 1018.8  273.0  1.33 264.
2015  6  5  5 50  10.88  69.7 1019.0  296.8  1.45 255.
2015  6  5  6  0  11.15  68.6 1019.0  319.7  1.49 263.
2015  6  5  6 10  11.48  65.9 1019.0  332.3  1.54 261.
2015  6  5  6 20  11.78  64.1 1019.0  352.5  1.45 256.
2015  6  5  6 30  11.92  62.8 1019.1  382.1  1.82 266.
2015  6  5  6 40  12.62  62.6 1019.1  409.7  2.11 247.
2015  6  5  6 50  12.85  61.0 1019.2  427.9  1.78 246.
2015  6  5  7  0  13.22  60.3 1019.2  452.5  1.57 244.
2015  6  5  7 10  13.39  59.0 1019.2  473.5  2.20 244.
2015  6  5  7 20  13.73  59.5 1019.2  497.2  2.02 234.
2015  6  5  7 30  13.97  59.2 1019.3  519.0  1.55 254.
2015  6  5  7 40  14.02  59.5 1019.3  539.4  1.24 238.
2015  6  5  7 50  14.39  58.8 1019.3  558.1  1.29 279.
2015  6  5  8  0  14.76  57.8 1019.3  580.7  1.42 234.
2015  6  5  8 10  14.83  55.8 1019.3  593.1  1.88 257.
2015  6  5  8 20  14.85  55.8 1019.4  633.5  1.28 249.
2015  6  5  8 30  15.56  52.3 1019.4  676.6  1.33 262.
2015  6  5  8 40  16.10  51.7 1019.4  672.4  1.95 284.
2015  6  5  8 50  15.66  51.8 1019.5  575.5  0.83 253.
2015  6  5  9  0  15.99  50.7 1019.6  472.7  1.90 285.
2015  6  5  9 10  16.36  48.9 1019.6  626.3  1.88 284.
2015  6  5  9 20  16.64  45.6 1019.6  653.5  2.23 248.
2015  6  5  9 30  16.65  44.4 1019.6  702.0  2.69 229.
2015  6  5  9 40  17.40  45.1 1019.6  755.0  2.73 271.
2015  6  5  9 50  17.01  43.6 1019.5  588.4  2.25 291.
2015  6  5 10  0  16.73  45.5 1019.6  534.9  2.28 240.
2015  6  5 10 10  17.04  45.1 1019.6  647.1  2.06 254.
2015  6  5 10 20  17.41  41.8 1019.6  498.4  2.28 281.
2015  6  5 10 30  16.57  40.4 1019.6  319.1  1.41 287.
2015  6  5 10 40  16.63  42.0 1019.7  657.8  2.24 239.
2015  6  5 10 50  17.19  40.6 1019.7  627.9  2.63 261.
2015  6  5 11  0  17.40  40.6 1019.6  663.8  2.29 266.
2015  6  5 11 10  16.77  41.3 1019.5  645.0  0.99 246.
2015  6  5 11 20  17.54  40.1 1019.5  656.3  1.30 261.
2015  6  5 11 30  17.32  41.4 1019.5  462.5  1.93 276.
2015  6  5 11 40  18.21  41.4 1019.6 1022.0  2.52 263.
2015  6  5 11 50  18.20  42.5 1019.5  624.7  3.19 232.
2015  6  5 12  0  17.29  40.3 1019.5  310.0  0.59 267.
2015  6  5 12 10  17.39  41.7 1019.4  347.3  1.54 294.
2015  6  5 12 20  17.65  44.2 1019.4  701.0  2.69 255.
2015  6  5 12 30  17.38  44.2 1019.4  489.7  1.98 259.
2015  6  5 12 40  17.21  46.2 1019.4  245.4  1.62 222.
2015  6  5 12 50  17.27  44.7 1019.4  545.5  2.00 222.
2015  6  5 13  0  17.74  44.0 1019.4  338.7  3.14 255.
2015  6  5 13 10  17.21  44.3 1019.3  232.8  1.41 252.
2015  6  5 13 20  17.43  42.9 1019.2  398.7  1.08 227.
2015  6  5 13 30  17.75  41.0 1019.2  212.7  2.14 268.
2015  6  5 13 40  17.39  42.1 1019.1  210.7  0.63 256.
2015  6  5 13 50  18.32  41.5 1019.1  759.0  1.20 267.
2015  6  5 14  0  19.29  38.6 1019.1  794.0  1.86 236.
2015  6  5 14 10  18.80  35.8 1019.0  425.2  1.98 233.
2015  6  5 14 20  18.45  37.7 1019.0  450.4  1.67 256.
2015  6  5 14 30  18.34  37.1 1019.0  538.1  2.31 236.
2015  6  5 14 40  19.18  36.2 1018.9  622.1  2.93 228.
2015  6  5 14 50  18.30  38.1 1018.8  485.6  2.33 223.
2015  6  5 15  0  19.32  36.8 1018.7  778.0  1.37 256.
2015  6  5 15 10  19.40  35.9 1018.6  482.5  3.04 249.
2015  6  5 15 20  18.60  38.2 1018.6  329.1  2.23 230.
2015  6  5 15 30  18.69  36.6 1018.6  610.4  2.29 216.
2015  6  5 15 40  19.13  36.2 1018.5  400.9  2.83 255.
2015  6  5 15 50  18.54  38.4 1018.5  422.2  2.55 234.
2015  6  5 16  0  19.26  36.1 1018.4  591.5  3.29 233.
2015  6  5 16 10  18.92  37.6 1018.4  444.1  2.31 253.
2015  6  5 16 20  19.14  35.9 1018.3  564.7  2.56 234.
2015  6  5 16 30  19.21  35.9 1018.2  469.6  2.04 242.
2015  6  5 16 40  18.75  37.4 1018.2  193.8  2.99 259.
2015  6  5 16 50  18.33  38.0 1018.2  210.8  2.46 235.
2015  6  5 17  0  18.23  39.3 1018.1  265.9  3.18 215.
2015  6  5 17 10  18.29  39.7 1018.1  309.8  3.13 221.
2015  6  5 17 20  18.91  38.5 1018.1  290.7  3.69 228.
2015  6  5 17 30  18.09  40.0 1018.1  257.1  2.88 232.
2015  6  5 17 40  18.38  38.4 1018.1  262.8  2.80 212.
2015  6  5 17 50  18.44  37.9 1018.0  306.5  3.03 206.
2015  6  5 18  0  18.42  37.4 1017.9  282.5  3.17 219.
2015  6  5 18 10  18.41  37.4 1017.8  262.2  1.97 208.
2015  6  5 18 20  18.48  36.7 1017.7  241.1  3.35 235.
2015  6  5 18 30  18.27  34.8 1017.7  220.2  2.05 205.
2015  6  5 18 40  18.24  33.6 1017.8  199.3  2.95 224.
2015  6  5 18 50  18.07  32.3 1017.7  179.0  2.28 200.
2015  6  5 19  0  17.93  32.8 1017.7  158.8  2.59 217.
2015  6  5 19 10  17.80  33.3 1017.7  138.2  1.60 207.
2015  6  5 19 20  17.60  31.8 1017.6  133.8  2.06 209.
2015  6  5 19 30  17.44  30.4 1017.6  113.7  1.81 221.
2015  6  5 19 40  17.20  31.2 1017.6   96.1  1.83 211.
2015  6  5 19 50  16.95  31.7 1017.6   76.8  1.31 209.
2015  6  5 20  0  16.72  30.7 1017.5   41.1  1.57 205.
2015  6  5 20 10  16.39  31.0 1017.7   23.1  1.52 215.
2015  6  5 20 20  15.99  32.2 1017.8   17.8  1.22 217.
2015  6  5 20 30  15.75  33.0 1017.7   14.9  1.42 216.
2015  6  5 20 40  15.48  33.5 1017.7   12.6  1.50 216.
2015  6  5 20 50  14.80  35.3 1017.7    9.4  1.35 224.
2015  6  5 21  0  14.26  38.1 1017.7    5.4  1.34 222.
2015  6  5 21 10  14.14  38.5 1017.8    3.2  1.87 232.
2015  6  5 21 20  14.25  37.5 1017.9    1.6  1.45 227.
2015  6  5 21 30  14.15  37.8 1017.8    0.0  1.41 225.
2015  6  5 21 40  13.99  38.4 1017.9    0.0  1.40 224.
2015  6  5 21 50  13.69  39.4 1017.9    0.0  1.89 207.
2015  6  5 22  0  13.71  40.6 1017.9    0.0  1.92 202.
2015  6  5 22 10  14.08  40.3 1018.0    0.0  1.87 205.
2015  6  5 22 20  13.94  42.0 1018.0    0.0  2.19 204.
2015  6  5 22 30  13.81  45.5 1018.1    0.0  2.25 199.
2015  6  5 22 40  13.61  50.0 1018.2    0.0  2.02 198.
2015  6  5 22 50  13.35  53.2 1018.2    0.0  1.97 198.
2015  6  5 23  0  13.19  56.3 1018.1    0.0  2.09 197.
2015  6  5 23 10  12.97  58.8 1018.1    0.0  2.07 187.
2015  6  5 23 20  12.62  60.6 1018.0    0.0  1.75 188.
2015  6  5 23 30  12.23  62.6 1018.0    0.0  1.91 188.
2015  6  5 23 40  11.99  64.1 1017.9    0.0  1.85 192.
2015  6  5 23 50  11.80  65.3 1018.0    0.0  1.98 198.
2015  6  5 24  0  11.78  65.8 1018.0    0.0  1.83 200.
2015  6  6  0 10  11.75  66.4 1017.9    0.0  1.86 196.
2015  6  6  0 20  11.65  67.3 1017.8    0.0  1.68 196.
2015  6  6  0 30  11.60  67.9 1017.8    0.0  1.98 197.
2015  6  6  0 40  11.71  67.9 1017.7    0.0  1.85 197.
2015  6  6  0 50  11.78  67.6 1017.7    0.0  1.64 203.
2015  6  6  1  0  11.97  66.7 1017.8    0.0  1.76 213.
2015  6  6  1 10  12.00  66.1 1017.7    0.0  1.37 216.
2015  6  6  1 20  11.71  66.9 1017.5    0.0  1.50 213.
2015  6  6  1 30  11.41  68.5 1017.4    0.0  1.70 208.
2015  6  6  1 40  11.26  70.5 1017.3    0.0  1.53 199.
2015  6  6  1 50  11.22  71.3 1017.2    0.0  0.93 202.
2015  6  6  2  0  11.20  71.5 1017.1    0.0  0.46 201.
2015  6  6  2 10  11.18  71.8 1017.1    0.0  0.26 190.
2015  6  6  2 20  11.26  71.6 1017.0    0.0  0.07 190.
2015  6  6  2 30  10.93  72.4 1017.0    1.9  0.06 190.
2015  6  6  2 40  10.99  73.1 1016.9    3.0  0.06 190.
2015  6  6  2 50  11.23  72.1 1016.8    3.9  0.06 190.
2015  6  6  3  0  10.95  72.5 1016.7    5.2  0.08 190.
2015  6  6  3 10  10.81  73.5 1016.6    7.7  1.05 120.
2015  6  6  3 20  10.90  73.3 1016.4   14.8  0.90 117.
2015  6  6  3 30  10.80  74.3 1016.3   14.3  1.30 118.
2015  6  6  3 40  10.70  75.6 1016.2   13.0  0.93 112.
2015  6  6  3 50  10.64  76.6 1016.0   12.3  1.05 122.
2015  6  6  4  0  10.76  77.0 1015.9   16.6  0.56 149.
2015  6  6  4 10  10.96  76.9 1015.8   19.4  0.64 150.
2015  6  6  4 20  11.38  76.9 1015.7   24.1  1.05 166.
2015  6  6  4 30  11.86  75.9 1015.6   42.2  1.89 179.
2015  6  6  4 40  12.13  75.1 1015.7   29.1  2.31 179.
2015  6  6  4 50  12.16  75.5 1015.5   30.4  2.22 175.
2015  6  6  5  0  12.05  75.7 1015.5   25.5  1.53 165.
2015  6  6  5 10  11.94  76.6 1015.3   24.1  1.83 156.
2015  6  6  5 20  11.94  77.4 1015.3   49.5  1.60 164.
2015  6  6  5 30  11.97  77.8 1015.2   56.9  1.78 165.
2015  6  6  5 40  11.96  78.2 1015.0   57.4  2.10 167.
2015  6  6  5 50  12.07  78.6 1014.9   54.8  2.25 180.
2015  6  6  6  0  12.13  79.1 1014.9   37.0  2.06 177.
2015  6  6  6 10  12.24  79.2 1014.8   38.6  2.81 181.
2015  6  6  6 20  12.20  80.8 1014.9   45.3  2.84 176.
2015  6  6  6 30  12.10  82.8 1014.9   46.2  2.58 182.
2015  6  6  6 40  12.00  85.1 1014.9   50.0  2.29 186.
2015  6  6  6 50  11.99  86.1 1014.9   60.9  2.33 182.
2015  6  6  7  0  12.02  86.5 1014.9   74.6  2.55 180.
2015  6  6  7 10  12.10  85.8 1014.9   67.8  2.74 181.
2015  6  6  7 20  12.16  85.5 1014.7   51.7  3.10 177.
2015  6  6  7 30  12.13  86.5 1014.5   64.3  2.15 171.
2015  6  6  7 40  12.06  88.1 1014.4   65.3  2.44 172.
2015  6  6  7 50  12.07  88.8 1014.2  102.9  2.70 175.
2015  6  6  8  0  12.20  88.0 1013.8   88.7  2.63 175.
2015  6  6  8 10  12.20  87.8 1013.8  121.1  2.55 176.
2015  6  6  8 20  12.33  87.5 1013.9  195.6  2.57 180.
2015  6  6  8 30  12.58  86.3 1013.8  194.4  2.70 178.
2015  6  6  8 40  12.79  83.8 1013.7  216.9  3.04 177.
2015  6  6  8 50  12.94  81.4 1013.5  172.8  2.91 175.
2015  6  6  9  0  13.13  79.8 1013.5  192.9  2.26 181.
2015  6  6  9 10  13.44  77.5 1013.2  265.9  2.18 172.
2015  6  6  9 20  13.64  75.3 1013.0  217.5  2.59 166.
2015  6  6  9 30  13.83  74.3 1012.9  222.7  2.90 166.
2015  6  6  9 40  13.97  72.6 1012.7  185.1  3.05 169.
2015  6  6  9 50  13.92  71.9 1012.3  183.4  2.57 166.
2015  6  6 10  0  13.93  73.0 1012.1  165.3  2.24 166.
2015  6  6 10 10  14.00  72.7 1012.0  194.1  1.96 161.
2015  6  6 10 20  14.38  72.7 1012.0  280.1  2.27 160.
2015  6  6 10 30  15.08  68.4 1011.7  447.7  2.52 156.
2015  6  6 10 40  15.54  64.1 1011.4  345.7  4.18 175.
2015  6  6 10 50  15.72  61.8 1011.1  330.4  2.89 164.
2015  6  6 11  0  16.18  60.3 1010.9  531.1  3.25 166.
2015  6  6 11 10  16.69  57.1 1010.6  609.1  4.61 168.
2015  6  6 11 20  16.85  55.8 1010.3  355.3  3.04 167.
2015  6  6 11 30  16.91  54.8 1010.0  247.1  3.68 158.
2015  6  6 11 40  16.83  55.9 1009.7  189.9  3.40 168.
2015  6  6 11 50  16.92  56.3 1009.5  231.7  3.65 164.
2015  6  6 12  0  17.16  56.0 1009.3  297.4  4.16 168.
2015  6  6 12 10  17.42  56.5 1009.1  310.8  3.38 178.
2015  6  6 12 20  17.23  57.6 1009.0  254.7  3.82 168.
2015  6  6 12 30  17.12  59.0 1008.8  231.3  3.28 168.
2015  6  6 12 40  16.86  60.0 1008.7  145.7  4.25 176.
2015  6  6 12 50  16.67  60.6 1008.8  104.2  4.32 187.
2015  6  6 13  0  16.58  61.6 1009.0  144.5  4.98 185.
2015  6  6 13 10  16.38  63.3 1008.9   84.3  4.38 183.
2015  6  6 13 20  16.29  63.6 1008.9  103.9  3.54 185.
2015  6  6 13 30  16.15  65.3 1008.7  190.1  4.56 188.
2015  6  6 13 40  15.64  70.8 1008.2  139.4  3.52 182.
2015  6  6 13 50  15.35  74.1 1007.8  100.5  2.81 171.
2015  6  6 14  0  15.12  77.2 1007.6  163.7  3.08 176.
2015  6  6 14 10  15.00  79.4 1007.5  131.4  3.16 178.
2015  6  6 14 20  14.94  80.4 1007.3  166.4  2.75 173.
